Zeit [s],Input [V],Voltage accu [V],Current [A],Capacity [mAh],Power [W],Energy [Wh],Cell 1 [V],Cell 2 [V],Cell 3 [V],Cell 4 [V],Cell 5 [V],Cell 6 [V],Int. Temperatur [�C],Ext. Temperatur [�C]
1202,11.853,7.594,0.6,201,4.556,1.477,0,0,0,0,0,0,41.3,0
1204,11.853,7.594,0.59,201,4.48,1.479,0,0,0,0,0,0,41.3,0
1206,11.859,7.594,0.59,202,4.48,1.482,0,0,0,0,0,0,41.3,0
1208,11.859,7.594,0.59,202,4.48,1.484,0,0,0,0,0,0,41.3,0
1210,11.853,7.594,0.6,202,4.556,1.487,0,0,0,0,0,0,41.5,0
1212,11.853,7.594,0.59,203,4.48,1.489,0,0,0,0,0,0,41.5,0
1214,11.853,7.596,0.6,203,4.558,1.492,0,0,0,0,0,0,41.3,0
1216,11.853,7.596,0.6,203,4.558,1.494,0,0,0,0,0,0,41.5,0
1218,11.866,7.595,0.59,204,4.481,1.497,0,0,0,0,0,0,41.5,0
1220,11.853,7.596,0.59,204,4.482,1.499,0,0,0,0,0,0,41.3,0
1222,11.859,7.593,0.59,204,4.48,1.502,0,0,0,0,0,0,41.5,0
1224,11.859,7.6,0.59,205,4.484,1.504,0,0,0,0,0,0,41.5,0
1226,11.853,7.6,0.59,205,4.484,1.507,0,0,0,0,0,0,41.5,0
1228,11.866,7.599,0.6,205,4.559,1.509,0,0,0,0,0,0,41.3,0
1230,11.866,7.598,0.6,206,4.559,1.512,0,0,0,0,0,0,41.3,0
1232,11.859,7.597,0.59,206,4.482,1.514,0,0,0,0,0,0,41.5,0
1234,11.853,7.6,0.59,206,4.484,1.517,0,0,0,0,0,0,41.5,0
1236,11.866,7.599,0.6,207,4.559,1.519,0,0,0,0,0,0,41.5,0
1238,11.853,7.598,0.59,207,4.483,1.522,0,0,0,0,0,0,41.5,0
1240,11.859,7.6,0.59,207,4.484,1.524,0,0,0,0,0,0,41.3,0
1242,11.853,7.599,0.59,208,4.483,1.527,0,0,0,0,0,0,41.5,0
1244,11.859,7.6,0.59,208,4.484,1.529,0,0,0,0,0,0,41.8,0
1246,11.853,7.599,0.59,208,4.483,1.532,0,0,0,0,0,0,41.5,0
1248,11.866,7.599,0.59,209,4.483,1.534,0,0,0,0,0,0,41.8,0
1250,11.859,7.6,0.59,209,4.484,1.537,0,0,0,0,0,0,41.5,0
1252,11.853,7.604,0.6,209,4.562,1.539,0,0,0,0,0,0,41.8,0
1254,11.859,7.602,0.59,210,4.485,1.542,0,0,0,0,0,0,41.5,0
1256,11.859,7.602,0.59,210,4.485,1.544,0,0,0,0,0,0,41.5,0
1258,11.853,7.603,0.6,210,4.562,1.547,0,0,0,0,0,0,41.5,0
1260,11.853,7.606,0.6,211,4.564,1.549,0,0,0,0,0,0,41.8,0
1262,11.859,7.604,0.59,211,4.486,1.552,0,0,0,0,0,0,41.5,0
1264,11.866,7.606,0.59,211,4.488,1.554,0,0,0,0,0,0,41.5,0
1266,11.853,7.607,0.6,212,4.564,1.557,0,0,0,0,0,0,41.5,0
1268,11.853,7.606,0.59,212,4.488,1.559,0,0,0,0,0,0,41.5,0
1270,11.853,7.607,0.59,212,4.488,1.562,0,0,0,0,0,0,41.5,0
1272,11.853,7.605,0.59,213,4.487,1.564,0,0,0,0,0,0,41.5,0
1274,11.853,7.607,0.59,213,4.488,1.567,0,0,0,0,0,0,41.8,0
1276,11.853,7.607,0.6,213,4.564,1.569,0,0,0,0,0,0,41.5,0
1278,11.859,7.607,0.59,214,4.488,1.572,0,0,0,0,0,0,41.8,0
1280,11.859,7.607,0.59,214,4.488,1.574,0,0,0,0,0,0,41.8,0
1282,11.853,7.607,0.59,214,4.488,1.577,0,0,0,0,0,0,41.8,0
1284,11.859,7.613,0.59,215,4.492,1.579,0,0,0,0,0,0,41.8,0
1286,11.853,7.614,0.59,215,4.492,1.582,0,0,0,0,0,0,41.8,0
1288,11.853,7.612,0.6,215,4.567,1.584,0,0,0,0,0,0,41.8,0
1290,11.866,7.607,0.6,216,4.564,1.587,0,0,0,0,0,0,41.8,0
1292,11.859,7.607,0.59,216,4.488,1.589,0,0,0,0,0,0,41.8,0
1294,11.859,7.615,0.59,216,4.493,1.592,0,0,0,0,0,0,41.8,0
1296,11.859,7.613,0.6,217,4.568,1.594,0,0,0,0,0,0,42,0
1298,11.853,7.607,0.59,217,4.488,1.597,0,0,0,0,0,0,41.8,0
1300,11.859,7.607,0.59,217,4.488,1.599,0,0,0,0,0,0,41.5,0
1302,11.866,7.607,0.59,218,4.488,1.602,0,0,0,0,0,0,42,0
1304,11.859,7.607,0.59,218,4.488,1.604,0,0,0,0,0,0,41.8,0
1306,11.859,7.609,0.59,218,4.489,1.607,0,0,0,0,0,0,41.8,0
1308,11.859,7.611,0.59,219,4.49,1.609,0,0,0,0,0,0,42,0
1310,11.859,7.621,0.59,219,4.496,1.612,0,0,0,0,0,0,41.8,0
1312,11.859,7.615,0.59,219,4.493,1.614,0,0,0,0,0,0,41.8,0
1314,11.859,7.615,0.59,220,4.493,1.617,0,0,0,0,0,0,41.8,0
1316,11.846,7.622,0.59,220,4.497,1.619,0,0,0,0,0,0,41.8,0
1318,11.859,7.618,0.59,220,4.495,1.622,0,0,0,0,0,0,42,0
1320,11.859,7.617,0.59,221,4.494,1.624,0,0,0,0,0,0,41.8,0
1322,11.853,7.617,0.6,221,4.57,1.627,0,0,0,0,0,0,41.8,0
1324,11.853,7.617,0.59,221,4.494,1.629,0,0,0,0,0,0,42,0
1326,11.859,7.617,0.59,222,4.494,1.632,0,0,0,0,0,0,42,0
1328,11.859,7.617,0.59,222,4.494,1.634,0,0,0,0,0,0,41.8,0
1330,11.859,7.617,0.59,222,4.494,1.637,0,0,0,0,0,0,42,0
1332,11.859,7.618,0.59,223,4.495,1.639,0,0,0,0,0,0,42,0
1334,11.853,7.619,0.59,223,4.495,1.642,0,0,0,0,0,0,41.8,0
1336,11.853,7.619,0.6,223,4.571,1.644,0,0,0,0,0,0,42,0
1338,11.853,7.623,0.59,224,4.498,1.647,0,0,0,0,0,0,42,0
1340,11.853,7.623,0.6,224,4.574,1.649,0,0,0,0,0,0,42,0
1342,11.866,7.622,0.6,224,4.573,1.652,0,0,0,0,0,0,42,0
1344,11.866,7.621,0.6,225,4.573,1.654,0,0,0,0,0,0,42,0
1346,11.866,7.615,0.59,225,4.493,1.657,0,0,0,0,0,0,42,0
1348,11.853,7.621,0.59,225,4.496,1.659,0,0,0,0,0,0,42,0
1350,11.859,7.623,0.59,226,4.498,1.662,0,0,0,0,0,0,42,0
1352,11.859,7.622,0.6,226,4.573,1.664,0,0,0,0,0,0,42,0
1354,11.853,7.621,0.59,226,4.496,1.667,0,0,0,0,0,0,42,0
1356,11.859,7.623,0.59,227,4.498,1.669,0,0,0,0,0,0,42,0
1358,11.859,7.622,0.59,227,4.497,1.672,0,0,0,0,0,0,42.2,0
1360,11.859,7.623,0.59,227,4.498,1.674,0,0,0,0,0,0,42,0
1362,11.859,7.622,0.59,228,4.497,1.677,0,0,0,0,0,0,42.2,0
1364,11.859,7.629,0.6,228,4.577,1.68,0,0,0,0,0,0,42.2,0
1366,11.853,7.629,0.6,228,4.577,1.682,0,0,0,0,0,0,42,0
1368,11.859,7.626,0.59,229,4.499,1.685,0,0,0,0,0,0,42.2,0
1370,11.859,7.625,0.59,229,4.499,1.687,0,0,0,0,0,0,42,0
1372,11.853,7.626,0.6,229,4.576,1.69,0,0,0,0,0,0,42,0
1374,11.853,7.628,0.59,230,4.501,1.692,0,0,0,0,0,0,42,0
1376,11.859,7.629,0.59,230,4.501,1.695,0,0,0,0,0,0,42,0
1378,11.859,7.628,0.59,230,4.501,1.697,0,0,0,0,0,0,42,0
1380,11.859,7.628,0.59,231,4.501,1.7,0,0,0,0,0,0,42,0
1382,11.853,7.637,0.6,231,4.582,1.702,0,0,0,0,0,0,42,0.1
1384,11.853,7.629,0.59,231,4.501,1.705,0,0,0,0,0,0,42,0
1386,11.853,7.637,0.6,232,4.582,1.707,0,0,0,0,0,0,42,0
1388,11.853,7.638,0.6,232,4.583,1.71,0,0,0,0,0,0,42,0
1390,11.866,7.633,0.59,232,4.503,1.712,0,0,0,0,0,0,42,0
1392,11.853,7.63,0.59,233,4.502,1.715,0,0,0,0,0,0,42,0
1394,11.853,7.63,0.59,233,4.502,1.717,0,0,0,0,0,0,42,0
1396,11.853,7.631,0.59,233,4.502,1.72,0,0,0,0,0,0,42.2,0
1398,11.853,7.638,0.59,234,4.506,1.722,0,0,0,0,0,0,42,0
1400,11.866,7.637,0.6,234,4.582,1.725,0,0,0,0,0,0,42.2,0
1402,11.866,7.636,0.6,234,4.582,1.727,0,0,0,0,0,0,42,0
1404,11.853,7.635,0.59,235,4.505,1.73,0,0,0,0,0,0,42.2,0
1406,11.859,7.638,0.59,235,4.506,1.732,0,0,0,0,0,0,42.2,0
1408,11.859,7.638,0.6,235,4.583,1.735,0,0,0,0,0,0,42.2,0
1410,11.853,7.636,0.59,236,4.505,1.737,0,0,0,0,0,0,42,0
1412,11.853,7.638,0.59,236,4.506,1.74,0,0,0,0,0,0,42,0
1414,11.859,7.637,0.59,236,4.506,1.742,0,0,0,0,0,0,42.2,0
1416,11.859,7.638,0.59,237,4.506,1.745,0,0,0,0,0,0,42.2,0
1418,11.859,7.637,0.59,237,4.506,1.747,0,0,0,0,0,0,42.2,0
1420,11.859,7.638,0.59,237,4.506,1.75,0,0,0,0,0,0,42.2,0
1422,11.859,7.645,0.59,238,4.511,1.752,0,0,0,0,0,0,42.2,0
1424,11.859,7.638,0.59,238,4.506,1.755,0,0,0,0,0,0,42.2,0
1426,11.866,7.639,0.59,238,4.507,1.757,0,0,0,0,0,0,42,0
1428,11.853,7.64,0.6,239,4.584,1.76,0,0,0,0,0,0,42.2,0
1430,11.853,7.64,0.59,239,4.508,1.762,0,0,0,0,0,0,42,0
1432,11.866,7.64,0.59,239,4.508,1.765,0,0,0,0,0,0,42.2,0
1434,11.866,7.64,0.59,240,4.508,1.767,0,0,0,0,0,0,42,0
1436,11.859,7.64,0.59,240,4.508,1.77,0,0,0,0,0,0,42.2,0
1438,11.853,7.64,0.6,240,4.584,1.773,0,0,0,0,0,0,42.2,0
1440,11.853,7.642,0.6,241,4.585,1.775,0,0,0,0,0,0,42.2,0
1442,11.866,7.641,0.59,241,4.508,1.778,0,0,0,0,0,0,42.2,0
1444,11.853,7.642,0.59,242,4.509,1.78,0,0,0,0,0,0,42,0
1446,11.853,7.646,0.59,242,4.511,1.783,0,0,0,0,0,0,42.2,0
1448,11.853,7.646,0.6,242,4.588,1.785,0,0,0,0,0,0,42,0
1450,11.866,7.645,0.6,243,4.587,1.788,0,0,0,0,0,0,42.2,0
1452,11.866,7.644,0.6,243,4.586,1.79,0,0,0,0,0,0,42.2,0
1454,11.853,7.643,0.59,243,4.509,1.793,0,0,0,0,0,0,42,0
1456,11.859,7.646,0.59,244,4.511,1.795,0,0,0,0,0,0,42.2,0
1458,11.866,7.645,0.6,244,4.587,1.798,0,0,0,0,0,0,42.2,0
1460,11.859,7.644,0.59,244,4.51,1.8,0,0,0,0,0,0,42.2,0
1462,11.859,7.646,0.59,245,4.511,1.803,0,0,0,0,0,0,42.2,0
1464,11.859,7.645,0.59,245,4.511,1.805,0,0,0,0,0,0,42.2,0
1466,11.859,7.653,0.59,245,4.515,1.808,0,0,0,0,0,0,42.2,0
1468,11.859,7.646,0.59,246,4.511,1.81,0,0,0,0,0,0,42.2,0
1470,11.859,7.653,0.59,246,4.515,1.813,0,0,0,0,0,0,42.2,0
1472,11.853,7.65,0.6,246,4.59,1.815,0,0,0,0,0,0,42.2,0
1474,11.859,7.649,0.59,247,4.513,1.818,0,0,0,0,0,0,42,0
1476,11.853,7.649,0.59,247,4.513,1.82,0,0,0,0,0,0,42.2,0
1478,11.853,7.646,0.59,247,4.511,1.823,0,0,0,0,0,0,42.2,0
1480,11.859,7.653,0.59,248,4.515,1.825,0,0,0,0,0,0,42.2,0
1482,11.859,7.651,0.59,248,4.514,1.828,0,0,0,0,0,0,42.2,0
1484,11.853,7.653,0.6,248,4.592,1.83,0,0,0,0,0,0,42.2,0
1486,11.853,7.656,0.59,249,4.517,1.833,0,0,0,0,0,0,42.2,0
1488,11.853,7.661,0.59,249,4.52,1.835,0,0,0,0,0,0,42.2,0
1490,11.853,7.655,0.6,249,4.593,1.838,0,0,0,0,0,0,42.2,0
1492,11.859,7.654,0.59,250,4.516,1.841,0,0,0,0,0,0,42.2,0
1494,11.853,7.655,0.59,250,4.516,1.843,0,0,0,0,0,0,42.2,0
1496,11.866,7.66,0.6,250,4.596,1.846,0,0,0,0,0,0,42.2,0
1498,11.866,7.658,0.6,251,4.595,1.848,0,0,0,0,0,0,42.2,0
1500,11.866,7.655,0.6,251,4.593,1.851,0,0,0,0,0,0,42.2,0
1502,11.859,7.654,0.59,251,4.516,1.853,0,0,0,0,0,0,42.2,0
1504,11.853,7.659,0.59,252,4.519,1.856,0,0,0,0,0,0,42.2,0
1506,11.853,7.661,0.59,252,4.52,1.858,0,0,0,0,0,0,42.2,0
1508,11.866,7.659,0.59,252,4.519,1.861,0,0,0,0,0,0,42.2,0
1510,11.859,7.659,0.59,253,4.519,1.863,0,0,0,0,0,0,42.2,0
1512,11.859,7.661,0.6,253,4.597,1.866,0,0,0,0,0,0,42.2,0
1514,11.859,7.66,0.59,253,4.519,1.868,0,0,0,0,0,0,42.2,0
1516,11.853,7.66,0.59,254,4.519,1.871,0,0,0,0,0,0,42.2,0
1518,11.859,7.661,0.59,254,4.52,1.873,0,0,0,0,0,0,42.2,0
1520,11.853,7.664,0.6,254,4.598,1.876,0,0,0,0,0,0,42.2,0
1522,11.859,7.663,0.59,255,4.521,1.878,0,0,0,0,0,0,42.2,0
1524,11.846,7.663,0.6,255,4.598,1.881,0,0,0,0,0,0,42.2,0
1526,11.859,7.663,0.59,255,4.521,1.883,0,0,0,0,0,0,42.2,0
1528,11.859,7.663,0.59,256,4.521,1.886,0,0,0,0,0,0,42.2,0
1530,11.859,7.663,0.59,256,4.521,1.889,0,0,0,0,0,0,42.2,0
1532,11.846,7.663,0.6,256,4.598,1.891,0,0,0,0,0,0,42.2,0
1534,11.853,7.664,0.59,257,4.522,1.894,0,0,0,0,0,0,42.2,0
1536,11.853,7.664,0.59,257,4.522,1.896,0,0,0,0,0,0,42.2,0
1538,11.853,7.665,0.59,257,4.522,1.899,0,0,0,0,0,0,42.2,0
1540,11.853,7.665,0.59,258,4.522,1.901,0,0,0,0,0,0,42.2,0
1542,11.853,7.668,0.59,258,4.524,1.904,0,0,0,0,0,0,42.2,0
1544,11.866,7.667,0.59,258,4.524,1.906,0,0,0,0,0,0,42.2,0
1546,11.853,7.666,0.59,259,4.523,1.909,0,0,0,0,0,0,42.2,0
1548,11.859,7.663,0.59,259,4.521,1.911,0,0,0,0,0,0,42.2,0
1550,11.859,7.669,0.59,259,4.525,1.914,0,0,0,0,0,0,42.2,0
1552,11.853,7.669,0.6,260,4.601,1.916,0,0,0,0,0,0,42.2,0
1554,11.853,7.669,0.59,260,4.525,1.919,0,0,0,0,0,0,42.2,0
1556,11.859,7.669,0.59,260,4.525,1.921,0,0,0,0,0,0,42.2,0
1558,11.866,7.669,0.6,261,4.601,1.924,0,0,0,0,0,0,42.2,0
1560,11.859,7.669,0.59,261,4.525,1.926,0,0,0,0,0,0,42.2,0
1562,11.853,7.669,0.59,261,4.525,1.929,0,0,0,0,0,0,42.2,0
1564,11.859,7.675,0.59,262,4.528,1.931,0,0,0,0,0,0,42.2,0
1566,11.859,7.669,0.59,262,4.525,1.934,0,0,0,0,0,0,42.2,0
1568,11.859,7.671,0.59,262,4.526,1.936,0,0,0,0,0,0,42.2,0
1570,11.846,7.672,0.59,263,4.526,1.939,0,0,0,0,0,0,42.2,0
1572,11.859,7.672,0.59,263,4.526,1.941,0,0,0,0,0,0,42.2,0
1574,11.859,7.673,0.59,263,4.527,1.944,0,0,0,0,0,0,42.2,0
1576,11.859,7.675,0.59,264,4.528,1.946,0,0,0,0,0,0,42.2,0
1578,11.853,7.677,0.59,264,4.529,1.949,0,0,0,0,0,0,42.2,0
1580,11.866,7.677,0.59,264,4.529,1.951,0,0,0,0,0,0,42.2,0
1582,11.853,7.678,0.59,265,4.53,1.954,0,0,0,0,0,0,42.2,0
1584,11.853,7.679,0.6,265,4.607,1.957,0,0,0,0,0,0,42.2,0
1586,11.859,7.679,0.6,265,4.607,1.959,0,0,0,0,0,0,42.2,0
1588,11.866,7.677,0.6,266,4.606,1.962,0,0,0,0,0,0,42.2,0
1590,11.866,7.677,0.59,266,4.529,1.964,0,0,0,0,0,0,42.2,0
1592,11.853,7.678,0.59,266,4.53,1.967,0,0,0,0,0,0,42.2,0
1594,11.853,7.679,0.59,267,4.531,1.969,0,0,0,0,0,0,42.2,0
1596,11.859,7.684,0.59,267,4.534,1.972,0,0,0,0,0,0,42.2,0
1598,11.866,7.683,0.6,267,4.61,1.974,0,0,0,0,0,0,42.2,0
1600,11.853,7.683,0.59,268,4.533,1.977,0,0,0,0,0,0,42.2,0
1602,11.853,7.684,0.59,268,4.534,1.979,0,0,0,0,0,0,42.2,0
1604,11.859,7.683,0.59,268,4.533,1.982,0,0,0,0,0,0,42.2,0
1606,11.859,7.683,0.59,269,4.533,1.984,0,0,0,0,0,0,42.2,0
1608,11.859,7.684,0.59,269,4.534,1.987,0,0,0,0,0,0,42.2,0
1610,11.859,7.688,0.59,269,4.536,1.989,0,0,0,0,0,0,42.2,0
1612,11.846,7.686,0.6,270,4.612,1.992,0,0,0,0,0,0,42.2,0
1614,11.853,7.686,0.59,270,4.535,1.995,0,0,0,0,0,0,42.2,0
1616,11.853,7.686,0.59,270,4.535,1.997,0,0,0,0,0,0,42.2,0
1618,11.859,7.686,0.59,271,4.535,2,0,0,0,0,0,0,42.2,0
1620,11.853,7.687,0.6,271,4.612,2.002,0,0,0,0,0,0,42.2,0
1622,11.853,7.687,0.59,271,4.535,2.005,0,0,0,0,0,0,42.2,0
1624,11.853,7.687,0.59,272,4.535,2.007,0,0,0,0,0,0,42.2,0
1626,11.853,7.688,0.59,272,4.536,2.01,0,0,0,0,0,0,42.2,0
1628,11.853,7.692,0.6,272,4.615,2.012,0,0,0,0,0,0,42.2,0
1630,11.859,7.691,0.59,273,4.538,2.015,0,0,0,0,0,0,42.2,0
1632,11.853,7.692,0.59,273,4.538,2.017,0,0,0,0,0,0,42.2,0
1634,11.859,7.692,0.59,273,4.538,2.02,0,0,0,0,0,0,42.2,0
1636,11.853,7.698,0.59,274,4.542,2.022,0,0,0,0,0,0,42.2,0
1638,11.859,7.698,0.6,274,4.619,2.025,0,0,0,0,0,0,42.2,0
1640,11.866,7.692,0.59,274,4.538,2.027,0,0,0,0,0,0,42.2,0
1642,11.859,7.692,0.59,275,4.538,2.03,0,0,0,0,0,0,42.2,0
1644,11.859,7.692,0.6,275,4.615,2.032,0,0,0,0,0,0,42.2,0
1646,11.859,7.694,0.59,275,4.539,2.035,0,0,0,0,0,0,42.2,0
1648,11.859,7.7,0.6,276,4.62,2.038,0,0,0,0,0,0,42.2,0
1650,11.859,7.697,0.59,276,4.541,2.04,0,0,0,0,0,0,42.2,0
1652,11.859,7.699,0.59,276,4.542,2.043,0,0,0,0,0,0,42.2,0
1654,11.859,7.7,0.59,277,4.543,2.045,0,0,0,0,0,0,42.2,0
1656,11.853,7.7,0.59,277,4.543,2.048,0,0,0,0,0,0,42.2,0
1658,11.859,7.7,0.59,277,4.543,2.05,0,0,0,0,0,0,42.2,0
1660,11.859,7.7,0.59,278,4.543,2.053,0,0,0,0,0,0,42.2,0
1662,11.859,7.706,0.59,278,4.547,2.055,0,0,0,0,0,0,42.2,0
1664,11.853,7.707,0.6,278,4.624,2.058,0,0,0,0,0,0,42.2,0
1666,11.853,7.707,0.6,279,4.624,2.06,0,0,0,0,0,0,42.2,0
1668,11.859,7.704,0.59,279,4.545,2.063,0,0,0,0,0,0,42.2,0
1670,11.859,7.703,0.59,279,4.545,2.065,0,0,0,0,0,0,42.2,0
1672,11.866,7.707,0.6,280,4.624,2.068,0,0,0,0,0,0,42.2,0
1674,11.859,7.706,0.6,280,4.624,2.071,0,0,0,0,0,0,42.2,0
1676,11.866,7.7,0.59,280,4.543,2.073,0,0,0,0,0,0,42.2,0
1678,11.859,7.706,0.59,281,4.547,2.076,0,0,0,0,0,0,42.2,0
1680,11.859,7.708,0.59,281,4.548,2.078,0,0,0,0,0,0,42.2,0
1682,11.866,7.707,0.6,281,4.624,2.081,0,0,0,0,0,0,42.2,0
1684,11.859,7.706,0.59,282,4.547,2.083,0,0,0,0,0,0,42.2,0
1686,11.859,7.708,0.6,282,4.625,2.086,0,0,0,0,0,0,42.2,0
1688,11.859,7.708,0.59,282,4.548,2.088,0,0,0,0,0,0,42.2,0
1690,11.853,7.707,0.59,283,4.547,2.091,0,0,0,0,0,0,42.2,0
1692,11.859,7.711,0.59,283,4.549,2.093,0,0,0,0,0,0,42.2,0
1694,11.859,7.71,0.59,283,4.549,2.096,0,0,0,0,0,0,42.2,0
1696,11.853,7.71,0.59,284,4.549,2.098,0,0,0,0,0,0,42.2,0
1698,11.859,7.71,0.59,284,4.549,2.101,0,0,0,0,0,0,42.2,0
1700,11.859,7.71,0.59,285,4.549,2.103,0,0,0,0,0,0,42.2,0
1702,11.853,7.71,0.59,285,4.549,2.106,0,0,0,0,0,0,42.2,0
1704,11.866,7.71,0.59,285,4.549,2.109,0,0,0,0,0,0,42.2,0
1706,11.859,7.711,0.59,285,4.549,2.111,0,0,0,0,0,0,42.2,0
1708,11.853,7.714,0.6,286,4.628,2.114,0,0,0,0,0,0,42.2,0
1710,11.853,7.714,0.6,286,4.628,2.116,0,0,0,0,0,0,42.2,0
1712,11.853,7.709,0.59,286,4.548,2.119,0,0,0,0,0,0,42.2,0.1
1714,11.853,7.715,0.59,287,4.552,2.121,0,0,0,0,0,0,42.2,0
1716,11.853,7.723,0.59,287,4.557,2.124,0,0,0,0,0,0,42.2,0
1718,11.859,7.721,0.6,287,4.633,2.126,0,0,0,0,0,0,42.2,0
1720,11.859,7.72,0.59,288,4.555,2.129,0,0,0,0,0,0,42.2,0
1722,11.853,7.718,0.59,288,4.554,2.131,0,0,0,0,0,0,42.2,0
1724,11.866,7.716,0.59,288,4.552,2.134,0,0,0,0,0,0,42.2,0
1726,11.859,7.721,0.59,289,4.555,2.137,0,0,0,0,0,0,42.2,0
1728,11.853,7.722,0.59,289,4.556,2.139,0,0,0,0,0,0,42.2,0
1730,11.846,7.727,0.6,289,4.636,2.142,0,0,0,0,0,0,42.2,0
1732,11.846,7.724,0.6,290,4.634,2.144,0,0,0,0,0,0,42.2,0
1734,11.846,7.724,0.59,290,4.557,2.147,0,0,0,0,0,0,42.2,0
1736,11.859,7.725,0.59,290,4.558,2.149,0,0,0,0,0,0,42.2,0
1738,11.859,7.724,0.59,291,4.557,2.152,0,0,0,0,0,0,42.2,0
1740,11.853,7.725,0.6,291,4.635,2.154,0,0,0,0,0,0,42.2,0
1742,11.853,7.725,0.6,291,4.635,2.157,0,0,0,0,0,0,42.2,0
1744,11.859,7.726,0.59,292,4.558,2.159,0,0,0,0,0,0,42.2,0
1746,11.859,7.726,0.59,292,4.558,2.162,0,0,0,0,0,0,42.2,0
1748,11.859,7.729,0.6,292,4.637,2.165,0,0,0,0,0,0,42.2,0
1750,11.859,7.723,0.59,293,4.557,2.167,0,0,0,0,0,0,42.2,0
1752,11.853,7.723,0.59,293,4.557,2.17,0,0,0,0,0,0,42.2,0
1754,11.853,7.729,0.59,293,4.56,2.172,0,0,0,0,0,0,42.2,0
1756,11.859,7.731,0.59,294,4.561,2.175,0,0,0,0,0,0,42.2,0
1758,11.866,7.73,0.59,294,4.561,2.177,0,0,0,0,0,0,42.2,0
1760,11.853,7.731,0.59,294,4.561,2.18,0,0,0,0,0,0,42.2,0
1762,11.859,7.73,0.59,295,4.561,2.182,0,0,0,0,0,0,42.2,0
1764,11.859,7.738,0.61,295,4.72,2.185,0,0,0,0,0,0,42.2,0
1766,11.859,7.736,0.59,296,4.564,2.187,0,0,0,0,0,0,42.2,0
1768,11.846,7.734,0.6,296,4.64,2.19,0,0,0,0,0,0,42.2,0
1770,11.853,7.734,0.59,296,4.563,2.193,0,0,0,0,0,0,42.2,0
1772,11.859,7.734,0.59,297,4.563,2.195,0,0,0,0,0,0,42.2,0
1774,11.859,7.734,0.59,297,4.563,2.198,0,0,0,0,0,0,42.2,0
1776,11.859,7.734,0.59,297,4.563,2.2,0,0,0,0,0,0,42.2,0
1778,11.853,7.735,0.59,298,4.564,2.203,0,0,0,0,0,0,42.2,0
1780,11.853,7.737,0.6,298,4.642,2.205,0,0,0,0,0,0,42.2,0
1782,11.866,7.738,0.59,298,4.565,2.208,0,0,0,0,0,0,42.2,0
1784,11.853,7.737,0.59,299,4.565,2.21,0,0,0,0,0,0,42.2,0
1786,11.853,7.745,0.59,299,4.57,2.213,0,0,0,0,0,0,42.2,0
1788,11.853,7.738,0.59,299,4.565,2.215,0,0,0,0,0,0,42.2,0
1790,11.866,7.743,0.6,300,4.646,2.218,0,0,0,0,0,0,42.2,0
1792,11.853,7.738,0.59,300,4.565,2.221,0,0,0,0,0,0,42.2,0
1794,11.866,7.74,0.6,300,4.644,2.223,0,0,0,0,0,0,42.2,0
1796,11.853,7.744,0.59,301,4.569,2.226,0,0,0,0,0,0,42.2,0
